change_id,system,change_type,change_size,requester_team,requested_window,rollback_plan_exists,rollback_plan_tested,similar_past_changes_count,similar_past_changes_failure_rate,system_incidents_last_90_days,schedule_conflict,description,outcome,true_risk_probability,risk_level
CHG-3559,Search-Service,Database-Schema-Change,Large,Platform,Off-Hours-Weekday,Yes,No,20,0.057,1,No,Database-Schema-Change on Search-Service (large change) requested by Platform during off hours weekday.,Caused-Incident,0.2,Medium
CHG-3560,Inventory-API,Database-Schema-Change,Medium,SRE,Business-Hours-Weekday,Yes,No,45,0.162,0,No,Database-Schema-Change on Inventory-API (medium change) requested by SRE during business hours weekday.,Failed,0.261,Medium
CHG-3561,Website-Frontend,Infrastructure-Change,Small,Platform,Peak-Hours,Yes,Yes,47,0.104,2,No,Infrastructure-Change on Website-Frontend (small change) requested by Platform during peak hours.,Success,0.208,Medium
CHG-3562,Billing-DB,Database-Schema-Change,Medium,Data-Engineering,Weekend,Yes,Yes,30,0.32,0,No,Database-Schema-Change on Billing-DB (medium change) requested by Data-Engineering during weekend.,Success,0.206,Medium
CHG-3563,Inventory-API,Patch,Small,Backend,Off-Hours-Weekday,Yes,No,48,0.208,0,No,Patch on Inventory-API (small change) requested by Backend during off hours weekday.,Success,0.022,Low
CHG-3564,Website-Frontend,Database-Schema-Change,Small,DevOps,Business-Hours-Weekday,Yes,Yes,53,0.215,1,No,Database-Schema-Change on Website-Frontend (small change) requested by DevOps during business hours weekday.,Success,0.13,Low
CHG-3565,Billing-DB,Security-Patch,Small,Platform,Peak-Hours,Yes,Yes,56,0.143,1,No,Security-Patch on Billing-DB (small change) requested by Platform during peak hours.,Success,0.105,Low
CHG-3566,Auth-Service,Patch,Large,Security,Off-Hours-Weekday,No,,24,0.191,0,Yes,Patch on Auth-Service (large change) requested by Security during off hours weekday.,Success,0.366,Medium
CHG-3567,Search-Service,Deployment,Small,Platform,Off-Hours-Weekday,Yes,Yes,56,0.093,2,No,Deployment on Search-Service (small change) requested by Platform during off hours weekday.,Success,0.049,Low
CHG-3568,Billing-DB,Security-Patch,Medium,Data-Engineering,Business-Hours-Weekday,Yes,No,42,0.113,1,No,Security-Patch on Billing-DB (medium change) requested by Data-Engineering during business hours weekday.,Success,0.105,Low
CHG-3569,Reporting-DB,Patch,Medium,Platform,Business-Hours-Weekday,No,,47,0.134,0,Yes,Patch on Reporting-DB (medium change) requested by Platform during business hours weekday.,Failed,0.336,Medium
CHG-3570,Payments-Service,Patch,Medium,Platform,Business-Hours-Weekday,Yes,Yes,0,0.325,0,No,Patch on Payments-Service (medium change) requested by Platform during business hours weekday.,Success,0.139,Low
CHG-3571,Billing-DB,Infrastructure-Change,Medium,Backend,Weekend,Yes,Yes,38,0.126,1,No,Infrastructure-Change on Billing-DB (medium change) requested by Backend during weekend.,Success,0.06,Low
CHG-3572,Billing-DB,Config-Update,Medium,Backend,Off-Hours-Weekday,Yes,No,38,0.281,2,No,Config-Update on Billing-DB (medium change) requested by Backend during off hours weekday.,Failed,0.154,Medium
CHG-3573,Website-Frontend,Database-Schema-Change,Small,Backend,Business-Hours-Weekday,Yes,Yes,51,0.116,1,Yes,Database-Schema-Change on Website-Frontend (small change) requested by Backend during business hours weekday.,Success,0.307,Medium
CHG-3574,Auth-Service,Config-Update,Small,Platform,Weekend,Yes,Yes,19,0.266,1,No,Config-Update on Auth-Service (small change) requested by Platform during weekend.,Success,0.063,Low
CHG-3575,Search-Service,Patch,Medium,SRE,Off-Hours-Weekday,Yes,No,25,0.087,2,Yes,Patch on Search-Service (medium change) requested by SRE during off hours weekday.,Success,0.274,Medium
CHG-3576,Inventory-API,Deployment,Small,Security,Business-Hours-Weekday,Yes,No,43,0.451,1,Yes,Deployment on Inventory-API (small change) requested by Security during business hours weekday.,Caused-Incident,0.451,High
CHG-3577,Payments-Service,Infrastructure-Change,Medium,Data-Engineering,Off-Hours-Weekday,Yes,No,19,0.014,0,Yes,Infrastructure-Change on Payments-Service (medium change) requested by Data-Engineering during off hours weekday.,Success,0.157,Medium
CHG-3578,Search-Service,Patch,Medium,DevOps,Off-Hours-Weekday,Yes,Yes,25,0.04,1,Yes,Patch on Search-Service (medium change) requested by DevOps during off hours weekday.,Success,0.066,Low
CHG-3579,Payments-Service,Security-Patch,Small,Security,Weekend,Yes,No,48,0.182,0,No,Security-Patch on Payments-Service (small change) requested by Security during weekend.,Success,0.048,Low
CHG-3580,Website-Frontend,Patch,Medium,SRE,Off-Hours-Weekday,Yes,Yes,45,0.172,0,No,Patch on Website-Frontend (medium change) requested by SRE during off hours weekday.,Success,0.033,Low
CHG-3581,Search-Service,Infrastructure-Change,Large,DevOps,Business-Hours-Weekday,Yes,Yes,46,0.101,0,Yes,Infrastructure-Change on Search-Service (large change) requested by DevOps during business hours weekday.,Failed,0.253,Medium
CHG-3582,Payments-Service,Config-Update,Small,DevOps,Weekend,Yes,No,39,0.255,3,Yes,Config-Update on Payments-Service (small change) requested by DevOps during weekend.,Success,0.21,Medium
CHG-3583,Billing-DB,Database-Schema-Change,Small,Platform,Off-Hours-Weekday,No,,35,0.097,1,No,Database-Schema-Change on Billing-DB (small change) requested by Platform during off hours weekday.,Success,0.169,Medium
CHG-3584,Auth-Service,Deployment,Medium,Data-Engineering,Business-Hours-Weekday,Yes,No,33,0.161,0,Yes,Deployment on Auth-Service (medium change) requested by Data-Engineering during business hours weekday.,Success,0.254,Medium
CHG-3585,Notification-Service,Config-Update,Medium,Platform,Peak-Hours,No,,54,0.091,0,No,Config-Update on Notification-Service (medium change) requested by Platform during peak hours.,Success,0.093,Low
CHG-3586,Search-Service,Database-Schema-Change,Small,DevOps,Business-Hours-Weekday,Yes,No,24,0.105,1,No,Database-Schema-Change on Search-Service (small change) requested by DevOps during business hours weekday.,Success,0.205,Medium
CHG-3587,Notification-Service,Patch,Small,Data-Engineering,Business-Hours-Weekday,Yes,No,38,0.085,3,No,Patch on Notification-Service (small change) requested by Data-Engineering during business hours weekday.,Success,0.111,Low
CHG-3588,Auth-Service,Config-Update,Small,Backend,Business-Hours-Weekday,Yes,No,35,0.409,1,No,Config-Update on Auth-Service (small change) requested by Backend during business hours weekday.,Success,0.187,Medium
CHG-3589,Inventory-API,Config-Update,Small,Security,Business-Hours-Weekday,Yes,No,24,0.12,2,No,Config-Update on Inventory-API (small change) requested by Security during business hours weekday.,Success,0.185,Medium
CHG-3590,Notification-Service,Security-Patch,Small,DevOps,Off-Hours-Weekday,Yes,Yes,29,0.141,1,No,Security-Patch on Notification-Service (small change) requested by DevOps during off hours weekday.,Success,0.029,Low
CHG-3591,Website-Frontend,Deployment,Small,SRE,Off-Hours-Weekday,No,,10,0.089,1,No,Deployment on Website-Frontend (small change) requested by SRE during off hours weekday.,Success,0.071,Low
CHG-3592,Billing-DB,Security-Patch,Medium,Backend,Weekend,Yes,Yes,24,0.156,1,No,Security-Patch on Billing-DB (medium change) requested by Backend during weekend.,Success,0.072,Low
CHG-3593,Billing-DB,Infrastructure-Change,Large,Backend,Weekend,Yes,Yes,22,0.096,0,Yes,Infrastructure-Change on Billing-DB (large change) requested by Backend during weekend.,Success,0.125,Low
CHG-3594,Search-Service,Config-Update,Small,Platform,Business-Hours-Weekday,No,,4,0.049,0,No,Config-Update on Search-Service (small change) requested by Platform during business hours weekday.,Success,0.084,Low
CHG-3595,Auth-Service,Database-Schema-Change,Medium,Backend,Business-Hours-Weekday,Yes,Yes,22,0.014,1,Yes,Database-Schema-Change on Auth-Service (medium change) requested by Backend during business hours weekday.,Failed,0.37,Medium
CHG-3596,Notification-Service,Security-Patch,Large,SRE,Business-Hours-Weekday,Yes,Yes,23,0.169,1,No,Security-Patch on Notification-Service (large change) requested by SRE during business hours weekday.,Success,0.178,Medium
CHG-3597,Inventory-API,Security-Patch,Medium,Data-Engineering,Peak-Hours,Yes,Yes,16,0.135,2,No,Security-Patch on Inventory-API (medium change) requested by Data-Engineering during peak hours.,Success,0.199,Medium
CHG-3598,Search-Service,Database-Schema-Change,Small,DevOps,Off-Hours-Weekday,Yes,No,29,0.253,1,No,Database-Schema-Change on Search-Service (small change) requested by DevOps during off hours weekday.,Success,0.17,Medium
CHG-3599,Auth-Service,Database-Schema-Change,Medium,DevOps,Business-Hours-Weekday,No,,23,0.089,2,No,Database-Schema-Change on Auth-Service (medium change) requested by DevOps during business hours weekday.,Failed,0.507,High
